,annotation_id,line_id,start,end,label,label_text,merged
22340,1156_28397_37672,954,6,10,TIME,1785,True
22341,37674,958,9,15,PER,Copist,False
22342,37675,960,26,32,MISC,Mimose,False
22343,37676,960,38,44,MISC,Dionäe,False
22344,1159_28398_37677,961,23,28,PER,Ellis,True
22345,37678,961,23,36,MISC,Ellis und ill,False
22346,28399_37679,961,33,36,PER,ill,True
22347,37680,961,186,196,MISC,Staubmoose,False
22348,37681,961,205,218,MISC,Flechtenarten,False
22349,37682,961,228,237,MISC,Mistpilze,False
22350,37683,962,0,5,MISC,Gluma,False
22351,37685,963,0,4,MISC,Balg,False
22352,37686,963,11,19,MISC,Kornbalg,False
22353,37687,963,35,39,MISC,Gras,False
22354,37688,963,51,59,MISC,Kornbalg,False
22355,37689,964,22,28,MISC,Gräser,False
22356,37690,964,33,46,MISC,Getreidearten,False
22357,37692,964,64,84,MISC,dconomischen Botanik,False
22358,37693,964,150,163,MISC,Getreidearten,False
22359,37694,964,174,180,MISC,Gräser,False
22360,37695,965,0,8,MISC,Kätzchen,False
22361,37696,965,20,31,MISC,Nußkätzchen,False
22362,1163_28403_37697,965,95,102,PER,Jacquin,True
22363,1164_28404_37699,965,126,131,PER,Linnè,True
22364,1166_28405_37702,969,160,174,PER,Herren Schrank,True
22365,1167_28406_37703,969,179,186,PER,Jacquin,True
22366,37706,973,7,18,MISC,Zweybrücken,False
22367,28409_37707,973,7,18,LOC,Zweybrücken,True
22369,37709,974,0,10,MISC,numiomatis,False
22370,37710,975,15,29,MISC,7a Lebensjahre,False
22371,1175_28413_37711,975,34,42,TIME,11. Dec.,True
22372,1176_28414_37712,978,0,3,PER,Joh,True
22373,28415_1177_37713,979,0,6,PER,Fried.,True
22375,37715,980,14,30,MISC,W. u. A. Doctors,False
22376,1180_28417_37716,980,82,91,LOC,Göttingen,True
22377,1182_37717,980,112,124,MISC,Wurmtrockniß,True
22378,1183_28418_37718,981,0,7,LOC,Leipzig,True
22379,37719,981,12,19,MISC,Crusius,False
22380,1185_37720,981,12,19,PER,Crusius,True
22381,1186_28420_37721,982,0,4,TIME,1787,True
22382,37722,985,181,193,MISC,Wurmtrockniß,False
22383,1188_28421_37723,989,193,211,PER,Herrn Prof. Gmelin,True
22384,28424_37725,990,84,91,ORG,konigl.,True
22385,28426_37727,991,0,6,ORG,Kammer,True
22386,1193_28428_37729,992,72,106,PER,Herrn Viceberghauptmanns v. Trebra,True
22387,1196_28429_37731,992,137,145,LOC,Berliner,True
22388,1195_28430_37732,992,137,158,ORG,Berliner Naturforsch.,True
22389,1197_28431_37733,993,0,12,ORG,Gesellschaft,True
22390,37734,993,36,45,MISC,Borkkäfer,False
22391,28432_37735,993,55,59,MISC,Derm,True
22392,28433_37736,994,0,9,MISC,capucinus,True
22393,28434_37737,994,11,20,MISC,piniperda,True
22394,28435_37738,994,22,30,MISC,colythus,True
22396,28438_37740,994,66,88,MISC,Cerambyx inquisitor L.,True
22397,37741,994,90,104,PER,Laichartingers,False
22398,28439_37742,994,90,123,MISC,Laichartingers Rhagium inquisitor,True
22399,1199_28441_37743,996,0,9,PER,Recensent,True
22401,37745,996,93,102,MISC,Waldbäume,False
22402,37746,996,108,118,MISC,Jagdthiere,False
22403,37747,996,163,171,MISC,Jnsecten,False
22404,37748,997,7,15,MISC,Jnsecten,False
22405,37749,997,33,46,MISC,Baumgattungen,False
22406,37751,998,26,34,MISC,Laubholz,False
22407,37752,998,77,86,MISC,Nadelholz,False
22408,28445_37753,999,28,32,MISC,Cocc,True
22409,28446_37754,1000,0,7,MISC,cembrae,True
22410,37755,1000,41,58,MISC,Prachtkäferlarven,False
22411,28447_37756,1000,76,93,MISC,Buprestis quereus,True
22412,1203_28448_37757,1001,0,9,PER,Recensent,True
22413,28449_37758,1001,21,29,MISC,Buprest.,True
22414,28450_37759,1002,0,7,MISC,mariana,True
22415,37760,1003,28,39,MISC,Borkenkäfer,False
22417,37762,1004,11,19,MISC,Jnsecten,False
22418,37763,1004,80,88,MISC,Jnsecten,False
22419,28455_1208_37764,1008,0,7,PER,Recens.,True
22420,1209_28456_37765,1009,43,57,LOC,Oberosterreich,True
22421,37767,1009,78,90,MISC,Wurmtrockniß,False
22422,1211_28458_37768,1010,0,4,TIME,1784,True
22423,1212_28460_37769,1010,29,39,LOC,Jnnviertel,True
22424,1214_28461_37770,1010,82,94,LOC,Oesterreichs,True
22425,28463_37771,1010,123,142,TIME,seit 3 bis 4 Jahren,True
22426,37772,1011,111,126,TIME,3 bis 4 Stunden,False
22427,28464_1215_37773,1012,0,13,TIME,1785 im April,True
22428,1216_28465_37774,1012,22,31,PER,Recensent,True
22429,1217_28467_37775,1012,92,103,LOC,Hagerstraße,True
22430,28468_37776,1013,13,17,MISC,Derm,True
22431,28469_37777,1014,0,11,MISC,typographus,True
22432,28472_1220_37779,1016,0,17,LOC,Jm Salzburgischen,True
22433,1221_28473_37780,1016,22,31,PER,Recensent,True
22435,37782,1016,69,82,MISC,dieses Käfers,False
22436,28475_37783,1016,83,107,LOC,in der Gegend von Laufen,True
22437,1223_28476_37784,1016,109,133,LOC,im Salzburghofner Forste,True
22438,1224_28477_37785,1016,139,152,LOC,am Haunsperge,True
22439,37786,1017,28,35,MISC,Fichten,False
22440,28478_37787,1017,140,144,MISC,Derm,True
22441,28479_37788,1018,0,11,MISC,typographus,True
22442,37789,1018,85,90,MISC,Borke,False
22443,1227_28482_37792,1020,0,9,PER,Recensent,True
22444,37793,1020,63,68,MISC,Borke,False
22445,1228_28483_37794,1022,17,26,PER,Recensent,True
22446,1229_28484_37795,1022,91,103,LOC,Hannöversche,True
22448,37799,1024,20,39,MISC,schwarzen Holzwurms,False
22449,37800,1025,39,55,MISC,Borkenkäferarten,False
22450,1234_37801,1026,57,63,TIME,Winter,True
22453,1238_28490_37804,1027,44,58,LOC,Thüringerwalde,True
22454,37806,1032,108,113,MISC,Borke,False
22455,1240_37808,1033,102,112,TIME,Heumonathe,True
22456,37809,1034,40,45,MISC,Borke,False
22457,28493_37810,1035,18,22,MISC,Derm,True
22458,28494_37811,1036,0,11,MISC,typographus,True
22459,37812,1036,47,52,MISC,Borke,False
22460,37815,1041,17,23,MISC,Tanneu,False
22461,37817,1041,25,32,MISC,Fichten,False
22462,37818,1041,34,41,MISC,Kiefern,False
22463,37819,1041,47,54,MISC,Lerchen,False
22464,37820,1042,15,52,EVENT,seiner Verwüstungen im Harze von 1473,False
22465,28496_37821,1042,35,43,LOC,im Harze,True
22467,28498_37823,1042,95,100,LOC,Harze,True
22468,1244_37824,1042,115,132,TIME,von 1778 bis 1786,True
22469,28500_37827,1043,3,17,LOC,Communionharze,True
22471,1247_28503_37830,1047,27,38,PER,Herr Gmelin,True
22472,1248_28504_37831,1047,67,70,PER,Rec,True
22473,1250_37833,1050,0,39,MISC,Ueber die Mittel gegen die Wurmtrockniß,True
22474,1251_37834,1060,69,88,TIME,im ersten Frühlinge,True
22475,1252_37835,1060,107,135,TIME,im Herbste bis zur Frostzeit,True
22476,1253_37837,1063,67,87,TIME,in 24 bis 48 Stunden,True
22477,37838,1064,4,9,MISC,Borke,False
22478,37840,1064,125,130,MISC,Borte,False
22479,37842,1065,41,46,MISC,Borke,False
22480,1258_37843,1065,119,129,TIME,im Herbste,True
22482,1267_28518_37847,1072,27,33,LOC,Zittau,True
22483,1268_28519_37848,1072,38,45,LOC,Leipzig,True
22484,1270_28521_37849,1072,50,69,PER,Johann David Schöps,True
22485,1271_28522_37850,1073,0,4,TIME,1788,True
22486,37851,1075,24,36,MISC,Rothkehlchen,False
22487,1275_28525_28527_37852,1075,107,132,PER,Kindern der Madawe Benson,True
22488,37853,1078,22,41,MISC,Socratische Methode,False
22489,37854,1079,219,226,ORG,Fürsten,False
22490,1278_28530_37855,1080,0,3,PER,Rec,True
22491,28536_37857,1089,0,14,PER,Ernst Se lmann,True
22492,1284_28538_37859,1091,0,7,LOC,Breßlau,True
22493,1286_28540_37860,1091,12,15,PER,Joh,True
22494,28542_1288_37861,1092,0,6,PER,Fried.,True
22496,1291_28545_37863,1093,11,15,TIME,1788,True
22497,1292_28546_37864,1095,30,38,PER,Fielding,True
22500,28552_1299_37867,1104,132,149,PER,Selmann der junge,True
22501,37868,1104,154,156,PER,Sr,False
22502,37869,1105,0,6,PER,Hochw.,False
22503,37870,1106,4,16,PER,Herrn Pastor,False
22504,1302_28556_37871,1110,48,51,PER,Rec,True
22505,1303_28557_37872,1114,17,26,PER,H. Pastor,True
22506,1304_28558_37873,1114,34,46,PER,jungen Ernst,True
22507,1308_37876,1117,43,62,MISC,"allg. Litteratnrz.,",True
22508,1309_28568_37877,1117,73,77,LOC,Jena,True
22509,37884,1119,4,15,PER,Herausgeber,False
22510,1323_37889,1123,110,128,MISC,allg. Litteraturz.,True
22511,37895,1124,73,102,MISC,allgemeinen Litteraturzeitung,False
22512,1326_28592_37896,1124,114,118,LOC,Jena,True
22513,1329_28597_37899,1127,102,111,LOC,Jenalsche,True
22514,1331_28596_37900,1127,102,120,ORG,Jenalsche Jnstitut,True
22515,1336_37903,1128,138,156,MISC,allg. Litteraturz.,True
22516,1338_28603_37905,1128,169,173,LOC,Jena,True
22517,1351_37918,1134,154,172,MISC,allg. Litteraturz.,True
22518,1373_37934,1147,15,25,ORG,Katholiten,True
22519,1375_37936,1147,31,43,ORG,Vrotestanten,True
22520,1387_28645_37947,1154,86,90,LOC,Jena,True
22521,1393_28654_37954,1158,31,39,LOC,Berliner,True
22522,1395_28655_37955,1158,41,50,LOC,Leipziger,True
22523,1397_28656_37956,1158,52,58,LOC,Jenaer,True
22524,1399_28657_37957,1158,71,81,LOC,sächsische,True
22525,1400_37958,1158,71,101,ORG,sächsische Litteraturzeitungen,True
22526,1408_28667_37967,1163,39,48,LOC,Jenalsche,True
22527,28670_37969,1165,0,6,LOC,Rhein.,True
22528,37970,1166,20,37,MISC,A. L. 3. von Jena,False
22529,1414_28673_37972,1166,33,37,LOC,Jena,True
22530,1415_28674_37973,1166,41,49,LOC,Salzburg,True
22531,28675_37974,1167,0,5,LOC,Rhein,True
22532,1423_28689_37984,1170,218,229,LOC,Sächsischen,True
22533,1424_37985,1170,218,249,ORG,Sächsischen Litteraturzeltungen,True
22534,1431_37990,1173,10,34,ORG,Herren vom Musenalmanach,True
22535,1433_28696_37991,1173,40,50,PER,Herr übner,True
22536,28704_37995,1175,0,8,PER,Revermi.,True
22537,28705_37996,1176,0,4,PER,Patr,True
22538,28706_37997,1177,0,3,PER,Mag,True
22539,1439_28707_37998,1178,0,79,PER,Thomae Mariae Mamachii Ordinis Praedicatorum S Palatii Apostolici Magistri ete.,True
22540,38001,1181,38,42,ORG,Papa,False
22541,38002,1181,38,42,PER,Papa,False
22542,28708_38003,1184,0,5,LOC,Romae,True
22544,28710_38005,1189,26,35,LOC,römischen,True
22545,38007,1192,20,24,ORG,Papa,False
22546,38008,1192,20,24,PER,Papa,False
22547,1447_28711_38009,1194,3,7,TIME,1787,True
22548,1448_28713_38010,1195,84,91,PER,Mamachi,True
22550,38013,1197,12,17,ORG,Papst,False
22551,28716_38014,1197,12,17,PER,Papst,True
22552,28718_38015,1198,8,17,LOC,romischen,True
22553,28717_38017,1198,8,22,ORG,romischen Hofe,True
22555,28722_38021,1200,8,17,LOC,Deutschen,True
22556,1455_38022,1200,8,17,ORG,Deutschen,True
22557,38023,1200,31,34,LOC,Nom,False
22558,38024,1200,31,34,ORG,Nom,False
22559,1457_28726_38026,1201,24,26,PER,Pr,True
22560,1458_28727_38027,1202,0,7,PER,Mamachi,True
22562,28728_38030,1202,98,107,LOC,deutschen,True
22564,38031_1461_38032,1203,62,83,ORG,päpstlichen Monarchie,True
22565,38033,1203,119,132,ORG,bischöflichen,False
22566,1465_38035,1204,75,85,PER,P. Mamachi,True
22567,38036,1205,55,73,MISC,Primat des Papstes,False
22568,38037,1205,66,73,ORG,Papstes,False
22569,1466_38038,1205,66,73,PER,Papstes,True
22570,1468_28731_38040,1205,194,219,ORG,christlatholischen Kirche,True
22571,1469_38041,1206,119,129,PER,göttlicher,True
22572,1470_28733_38042,1207,130,140,PER,P. Mamachi,True
22574,28735_1473_38044,1209,0,7,PER,Recens.,True
22575,1474_28736_38045,1209,37,47,PER,Hrn. Eybel,True
22576,38046,1209,98,107,ORG,deutscher,False
22577,1475_28739_38047,1209,150,156,PER,Eybels,True
22578,1476_28740_38048,1209,243,248,ORG,Curie,True
22579,1478_28743_38050,1211,0,10,PER,P. Mamachi,True
22580,1479_28744_38051,1211,21,23,PER,Hn,True
22581,1480_28745_38052,1212,0,5,PER,Eybel,True
22582,1482_28746_38053,1212,130,138,PER,Pius VI.,True
22583,38054,1215,51,62,ORG,päpstlichen,False
22584,1483_38055,1215,51,62,PER,päpstlichen,True
22585,38056,1215,51,70,MISC,päpstlichen Primate,False
22586,1484_28749_38057,1216,122,127,PER,Eybel,True
22587,1485_28750_38058,1216,150,159,PER,Ambrosius,True
22588,28751_38059,1216,171,183,PER,Ambrosiaster,True
22589,1486_38060,1217,4,12,ORG,Bischöfe,True
22590,28752_1487_38061,1217,26,40,PER,Person Christi,True
22591,1488_28753_38062,1219,15,22,PER,Mamachi,True
22592,1489_28754_38063,1220,14,27,PER,Ambrosiasters,True
22593,1490_28755_38064,1220,85,90,PER,Eybel,True
22594,1491_28757_38065,1222,47,52,PER,Jgnaz,True
22595,1493_28758_38066,1222,54,61,PER,Cyprian,True
22596,1495_28759_38068,1222,148,156,PER,Christus,True
22597,1496_28762_38069,1223,144,146,PER,Pr,True
22598,1497_28763_38070,1224,0,7,PER,Mamachi,True
22599,28764_38071,1224,25,28,LOC,Rom,True
22600,38074,1224,158,163,ORG,Papst,False
22601,1499_38075,1224,158,163,PER,Papst,True
22602,1500_28765_38076,1224,169,177,PER,Christus,True
22603,38077,1226,96,104,ORG,Bischöfe,False
22604,1501_28766_38078,1226,117,124,PER,Christi,True
22605,1502_28767_38079,1226,157,162,PER,Eybel,True
22606,38080,1226,222,227,ORG,Papst,False
22607,1503_38081,1226,222,227,PER,Papst,True
22608,1504_28768_38082,1227,32,39,PER,Christi,True
22609,28770_38083,1236,0,5,LOC,Paris,True
22610,28771_38085,1237,0,4,TIME,172*,True
22611,28774_1510_38086,1243,4,18,PER,Person Christi,True
22612,1511_28775_38087,1244,18,26,LOC,Deutsche,True
22613,1512_38088,1244,18,26,ORG,Deutsche,True
22614,28776_38089,1245,14,23,LOC,römischen,True
22615,1513_38090,1245,14,33,ORG,römischen Theologen,True
22616,1516_28778_38092,1246,57,67,PER,P. Mamachi,True
22617,38093,1246,72,79,MISC,Primate,False
22618,28781_38094,1247,127,132,LOC,Römer,True
22619,38095,1247,127,132,ORG,Römer,False
22620,1521_28782_38096,1249,24,34,PER,P. Mamachi,True
22621,1522_28783_38097,1249,57,63,PER,Eybels,True
22622,38098,1250,4,24,MISC,Evangelisten Mathäus,False
22623,1523_28784_38099,1250,4,24,PER,Evangelisten Mathäus,True
22624,1524_28785_38100,1250,48,56,PER,h. Peter,True
22625,1526_38101,1250,88,94,ORG,Kirche,True
22626,1527_28786_38102,1251,9,16,PER,Heiland,True
22627,1528_28787_38103,1251,39,45,PER,Petrum,True
22628,1530_38104,1251,75,81,ORG,Kirche,True
22629,28790_38106,1252,39,47,LOC,romische,True
22630,1535_28792_38108,1254,36,48,PER,lutherischen,True
22631,38109,1254,36,56,MISC,lutherischen Quellen,False
22632,1537_28794_38111,1254,111,116,PER,Eybel,True
22633,1538_28795_38112,1256,4,12,PER,Christus,True
22634,1539_28796_38113,1256,17,23,PER,Petrus,True
22635,38115,1256,40,46,ORG,Kirche,False
22636,28798_38116,1256,65,68,PER,Rec,True
22637,1542_28799_38117,1256,114,116,PER,Pr,True
22638,1543_28800_38118,1257,0,7,PER,Mamachi,True
22639,1544_38119,1257,47,53,ORG,Kirche,True
22640,1545_28801_38120,1257,60,66,PER,Petrus,True
22641,38121,1257,84,89,ORG,Papst,False
22642,1546_38122,1257,84,89,PER,Papst,True
22644,1550_28802_38124,1258,0,8,PER,Christus,True
22645,1552_28803_38126,1258,19,31,PER,Sinon Petrus,True
22646,1553_38127,1258,121,127,ORG,Kirche,True
22647,1554_28805_38128,1258,152,160,PER,Christus,True
22648,1555_28806_38129,1258,180,186,PER,Petrus,True
22649,38130,1259,38,51,MISC,Dic ecclesiae,False
22650,1556_28807_38131,1260,12,17,PER,Peter,True
22651,38132,1260,20,26,ORG,Papste,False
22652,1557_38133,1260,20,26,PER,Papste,True
22653,1558_28808_38134,1261,98,103,PER,Peter,True
22654,38135,1261,109,114,ORG,Papst,False
22655,1559_38136,1261,109,114,PER,Papst,True
22656,1561_28810_38138,1263,7,14,PER,Mamachi,True
22657,1562_28811_38139,1263,43,52,LOC,römischen,True
22659,1567_28814_38141,1268,68,76,PER,Christus,True
22660,1570_38142,1268,99,104,PER,Vater,True
22661,1571_28815_38143,1268,159,164,PER,Peter,True
22662,1573_28816_38144,1269,122,130,PER,Christus,True
22663,38145,1269,232,240,ORG,h. Geist,False
22664,1575_28818_38146,1272,40,47,PER,Christi,True
22665,1576_28819_38147,1272,56,62,PER,Petrus,True
22666,1578_28820_38148,1272,88,94,PER,Petrus,True
22667,1579_28821_38149,1274,3,7,PER,Gott,True
22668,1580_38150,1274,77,88,MISC,Evangeliums,True
22669,28822_38151,1275,17,26,LOC,römischen,True
22670,1582_38152,1275,17,36,ORG,römischen Theologen,True
22672,38153_38154,1275,68,86,ORG,Primat des Papstes,True
22673,1583_38155,1275,79,86,PER,Papstes,True
22674,1584_38156,1275,178,188,PER,gottlichen,True
22675,1586_38157,1275,199,207,ORG,Bischöfe,True
22676,1588_28824_38158,1277,0,10,PER,P. Mamachi,True
22677,1589_28826_38159,1277,66,71,PER,Peter,True
22678,38160,1277,100,107,ORG,Himmels,False
22679,1591_28827_38161,1278,47,55,PER,Christus,True
22680,1595_28829_38162,1280,33,42,PER,Augustins,True
22681,1596_28830_38163,1280,72,78,PER,Petrus,True
22682,1597_38164,1280,122,135,ORG,ganzen Kirche,True
22683,1598_28831_38165,1280,185,191,PER,Petrus,True
22684,38166,1281,80,87,ORG,Himmels,False
22686,1604_28839_38169,1282,124,132,PER,Christus,True
22687,1606_28841_38171,1283,31,38,PER,Mamachi,True
22688,38172,1283,51,62,ORG,päpstlichen,False
22689,1607_38173,1283,51,62,PER,päpstlichen,True
22690,38174,1283,51,69,MISC,päpstlichen Gewalt,False
22691,1610_28843_38176,1284,29,36,PER,Mamachi,True
22692,38177,1286,119,138,MISC,bischöfliche Gewalt,False
22693,1611_28844_38178,1286,188,196,PER,Christus,True
22694,1612_28845_38179,1286,230,236,PER,Petrus,True
22695,38180,1286,271,277,ORG,Päpste,False
22696,1613_38181,1286,271,277,PER,Päpste,True
22697,1614_38182,1286,368,374,ORG,Kirche,True
22698,1615_38183,1286,399,406,ORG,Päpsten,True
22699,1618_28847_38185,1287,2,12,PER,H. Mamachi,True
22700,38186,1290,3,9,ORG,Papste,False
22701,1620_38187,1290,3,9,PER,Papste,True
22702,1623_28849_38188,1292,71,78,PER,Philipp,True
22703,1626_38189,1292,112,135,EVENT,Kirchenrathe zu Ephesus,True
22704,1628_38190,1292,197,207,ORG,Conciliums,True
22705,1629_28852_38191,1292,232,247,PER,Papste Colestin,True
22706,1630_28853_38192,1293,0,3,PER,Rec,True
22707,1631_38193,1293,44,49,ORG,Römer,True
22708,1632_38194,1293,103,113,ORG,Nichtrömer,True
22709,1633_28855_38195,1294,27,34,PER,Mamachi,True
22710,38196,1295,50,56,ORG,Kirche,False
22712,1635_38198,1295,61,72,PER,päpstlichen,True
22713,38197_1636_38199,1295,61,79,ORG,päpstlichen Stuhle,True
22714,1638_38200,1295,106,114,ORG,Bischofe,True
22715,38201,1295,137,146,ORG,Bisthümer,False
22716,38202,1295,287,294,ORG,Primate,False
22717,1641_38203,1295,303,313,PER,gottlicher,True
22718,38204,1296,31,39,ORG,Bischöfe,False
22719,38206,1296,122,127,ORG,Papst,False
22720,1642_38207,1296,122,127,PER,Papst,True
22721,28861_38209,1297,16,23,PER,Mamachi,True
22722,38210,1297,79,89,EVENT,Kreuhzzüge,False
22723,38211,1297,95,106,EVENT,Jnquisition,False
22724,28863_38212,1298,11,18,PER,Mamachi,True
22725,38213,1298,118,129,EVENT,Jnquisition,False
22726,1647_28867_38214,1299,68,70,PER,Hn,True
22727,1648_28868_38215,1300,0,5,PER,Eybel,True
22728,38216,1302,118,129,ORG,päpstlichen,False
22729,1649_38217,1302,118,129,PER,päpstlichen,True
22730,1652_38218,1304,13,32,ORG,Particularbischöfen,True
22731,38219,1304,91,98,ORG,Papstes,False
22732,1653_38220,1304,91,98,PER,Papstes,True
22733,1656_38222,1307,269,275,ORG,Kirche,True
22734,1660_28873_38224,1311,108,112,PER,F. X,True
22735,1661_28874_38225,1312,0,4,PER,Jann,True
22736,1662_38226,1312,42,44,LOC,st,True
22738,38227_1663_28876_38228,1313,0,20,LOC,Salvator in Augoburg,True
22739,1665_28878_38230,1315,0,8,LOC,Augsburg,True
22740,1666_28879_38231,1316,0,15,PER,M. Riegers sel.,True
22741,38232,1317,0,6,PER,Söhnen,False
22742,1669_28882_38233,1318,0,4,TIME,1788,True
22743,1670_28883_38234,1320,19,26,PER,P. Jann,True
22744,1671_28884_38235,1320,30,38,LOC,Augsburg,True
22746,1674_28885_38237,1322,260,264,PER,H. V,True
22747,38239,1324,45,65,MISC,gegenwärtigen Bandes,False
22748,1675_28886_38240,1325,0,5,PER,Janns,True
22749,1678_28889_38241,1330,24,32,PER,H. Verf.,True
22750,1679_28890_38242,1331,18,27,PER,P. Gasser,True
22752,1682_28895_38244,1331,91,101,PER,H. Nicolai,True
22753,38245,1331,159,186,MISC,in seiner Reisebeschreibung,False
22754,1683_28896_38246,1332,18,25,PER,Gassers,True
22755,1684_38247,1332,26,44,MISC,Jacob und Benjamin,True
22756,1685_28901_38248,1332,77,84,PER,P. Jann,True
22757,1686_28902_38249,1333,30,38,PER,P. Janns,True
22760,38252,1335,0,10,MISC,in 2 Aufz.,False
22761,28905_38253,1335,14,31,PER,Joseph Unterkönig,True
22763,28906_38255,1335,35,43,LOC,Aegypten,True
22764,38256,1336,0,10,MISC,in 2 Aufz.,False
22765,28908_38257,1337,0,17,PER,Paulinus von Nola,True
22767,38259,1338,0,10,MISC,in 3 Aufz.,False
22768,28909_38260,1339,0,30,PER,Georglus der große h. Martyrer,True
22769,1693_38261,1339,0,45,MISC,"Georglus der große h. Martyrer, ein Trauersp.",True
22770,38262,1340,0,10,MISC,in 3 Aufz.,False
22771,28912_38263,1340,14,22,PER,Martlnez,True
22773,38266,1340,60,72,ORG,christliches,False
22774,38268,1341,0,10,MISC,in 3 Aufz.,False
22775,1698_38269,1342,4,33,MISC,"junge Freygeist, ein Schausp.",True
22776,38270,1343,0,10,MISC,in 3 Aufz.,False
22777,1699_38271,1344,4,34,MISC,"väterliche Rache, ein Schausp.",True
22778,38272,1345,0,10,MISC,in 3 Aufz.,False
