,document_id,text
9246,9247,"Jch will ihn auch allenfalls, wenn er es verlangt, wegen dieses seines Nichtglaubens, den er an seinem Theile für unvermeidlich ausgibt, nicht für verantwortlicher und strafbarer halten, als die Schlange, die auch wiewohl, mit etwas mehrerem Rechte, ihre Natur vorwendet, daß sie giftig seyn müsse."
9247,9248,"Aber wenn ich denn doch auch dabey gewiß überzeugt bin, daß diese am Ende von ihrem eignen Gifte platzen werde ,( und dieß geschieht vermuthlich nicht;"
9248,9249,"denn das Gift ist für die Schlange nicht Gift, es befördert ihren Tod nicht) und wenn ich mit ihr so wenig als mit dem erklärten Gottesläugner gerne in der Nähe etwas zu thun habe, so hat die eine so wenig Recht, als der andere, mir an ihrer Seite das Uebel zu nehmen.—"
9249,9250,"Diese Stelle hat mehr Declamation, als richtige Begriffe."
9250,9251,"Der Gottesläugner kann zwar nicht fordern, daß ich mit ihm in eine engere Verbindung trete;"
9251,9252,"dadurch wächst mir aber auch noch kein Recht zu, ihn bloß deßwegen, weil er keinen Gott glauben kann, so hart zu beurtheilen."
9252,9253,"Gerade aus dem Unglauben folgt noch nicht, daß der Unglaubige nothwendig boshaft, und verpestend seyn muß;"
9253,9254,"gleichwie sich lein richtiger Schluß machen läßt, daß der Mensch, der das Bekenntniß zur christlichen Religion stäts auf der Zunge trägt, ein redlicher, und betrugloser Bürger ist."
9254,9255,"Einen weiteren Beweis über das letztere wird der V. nicht begehren, weil ihn alle Tage die Erfahrung bis zur Ueberzeugung gibt;"
9255,9256,"und daß neben Atheism eine Tugend bestehen kann, läßt sich daraus erklären, weil eine Tugend ohne Religion denkbar ist."
9256,9257,Auch dem Atheisten kann Rechtschaffenheit und gesellschaftliche Tugend kein leertonendes Wort seyn.
9257,9258,"Er, sich allein überlassen, fühlt sich bald zu unvermogend den Trieb zur natürlichen Seligleit in dem Grade, in welchem sie für ihn bey fremder Unterstützung moglich ist, und andere Bedürfnisse zu befriedigen."
9258,9259,Er wünscht sich also fremde Hülfe;
9259,9260,"er wünscht, daß der Gedanke, gemeinnützlich zu seyn, und gerne andern beyzuspringen, unter den Gliedern der menschlichen Gesellschaft mochte practisch, und als richtig angenommen werden;"
9260,9261,und so fühlt er eben darum in und bey sich selbst den Verpflichtungsgrund dazu.
9261,9262,Dieß läßt ihn bald die Nothwendigkeit gesellschaftlicher Tugenden auch bey allem seinem Unglauben einsehen;
9262,9263,"und wenn er auch bey dieser Uebezeugung nicht tugendhaft wird, so geschieht es nicht deßwegen, weil er keinen Gott glaubt, sondern weil er gegen seine eigenen Grundsätze ungetreu wird."
9263,9264,"Der V. hat ja doch selbst S. 27 angemerkt, daß die Verbindlichkeit zur Tugend ihren eigentlichen Grund auch in den natürlichen Verhältnissen der Dinge, und die gesellschaftlichen Pflichten in den Verhältnissen der Menschen gegen Menschen haben."
9264,9265,Jch will keineswegs dadurch den Atheism in Schutz nehmen;
9265,9266,"aber ich kann es auch niemahls billigen, wenn man den Atheisten durch unrichtige Vorspiegelungen bekehren, oder Menschen, die wenig oder nichts von Religion sprechen, schon als vergiftend angeben will, ob sie gleich übrigens ruhig, und ohne Schwärmerey leben."
9266,9267,"Was übrigens der V. in diesem Briefe weiter sagt — von den Trostgründen, von den guten Aussichten in eine Ewigkeit, die uns die Religion gewährt, ist alles schon, richtig, rührend dargestellt."
9267,9268,"Mit einer ihm eigenen Stärte dringt er auf die leichtsinnige Schaar der starkseynwollenden Geister, deren Philosophie darin besteht, Ernst und Ueberlegung gar nicht an sich kommen zu lassen;"
9268,9269,"und welche behaupten, daß man es mit der Religion seine gute Richtigkeit haben lasse, und sie in allen Ehren halte;"
9269,9270,"aber damit sey auch für den Himmel, und für das noch so weit entfernte Leben ein für allemahl in hinlänglichem Maße gesorget;"
9270,9271,"und desto mehr Gedanken, und Geschäftigkeit erfordere das nähere Nützliche, das Wohl in der gegenwärtigen Welt."
9271,9272,"Dieß wird als ein durchaus entschiedener Grundsatz angenommen, der gar keinen Streit mehr gestatte."
9272,9273,"(Er ist auch bloß in der Ausdehnung, und schiefen Anwendung des Freygeistes unrichtig."
9273,9274,"Man lege die unschuldigsten Sätze auf die Folter, müssen sie nicht nothwendig eine monströse Gestalt bekommen?)"
9274,9275,"Es ist allerdings seltsam, daß sich Menschen, die sich einer feineren Denkkraft wegen rühmen, über alles, was religios heißt, so leichtsinnig wegsetzen, und zwischen müßiger, schwärmerischer Beschaulichleit, und zwischen gefühlvoller Schätzung erheblicher Gegenstände, die uns nahe angehen, keinen Unterschied machen."
9275,9276,"Jst es denn so ganz zuverläßig wahr, daß der in der Seele herrschende, lebhafte Gedanke an die alles leitende Fürsehung irgend ein an sich rechtmäßiges Unternehmen hindere, oder dessen Fortgang aufhalte?"
9276,9277,Daß in den Departements nothwendig deßwegen die Geschäfte langsamer gehen;
9277,9278,"daß es schwer werden müsse, ein Decret auszugeben, oder eine regelrichtige Expedition zu schreiben, wenn die Philosophie der Räthe, und Kanzellisten sie noch nicht so weit gebracht hat, sich die Empfindung von der Religion aus dem Sinne zu schlagen?"
9278,9279,"Daß sogar ein Gastmahl, eine Lustpartie, oder sonst ein gesellschaftl."
9279,9280,"Vergnügen dadurch nothwendig alles sein Angenehmes verliere, so bald wir der Erkenntniß dessen, dem wir es zu dauken haben, den Eingang dabey in unser Herz gestatten?"
9280,9281,"Daß das, was wir auf der Welt zu unserm Vortheile zu thun haben, vorausgesetzt, daß es wahrer mit der Moralität vertragsamer Vortheil sey, durch den Geist der Religion Störung leide?"
9281,9282,"— Noch immer bleiben diese ganz sonderbaren Philosophen dem denlenden Publicum den Beweis schuldig, daß der Begriff von dem innerlichen Frieden (Gemüthsruhe), von dem sicheren Beyfall Gottes, von der Freude über seine Wohlthaten, von der Zuversicht unter seinen Führungen, von froher Aussicht auf seine in die Zukunft gehenden Anstalten zu unserm Besten, so etwas durchaus Fremdes für die klügeren Freunde des Vergnügens, und der Geschäftigkeit habe, daß man sich es gar nicht vorstellen konne, wie eine solche Gemüthsverfassung zu einem glücklichen Leben gehören, oder beytragen kann."
9282,9283,"Man würde die eigene Vernunft zu hintergehen suchen, wenn man sich überreden wollte, daß die Million, oder das Ordensband der hochste Zweck der menschlichen Existenz, und die äußerste Befriedigung der menschlichen Wünsche wäre;"
9283,9284,"daß Seelenheiterkeit aus Grundsätzen und Gesinnungen dazu, daß uns auf Erden wohl sey, nichts gelte, daß der Mann mit der Million, und dem Stern, oder allenfalls mit noch etwas mehrerem, ohne Gewissensruhe, ohne Freude an Gott in der Bewunderung seiner Werle, ohne Versicherung einer weisen Lenkung menschlicher Schicksale, ohne Hoffnung einer glücklichen Unsterblichkeit, ohne Erhebung und Stärkuug der Seele durch Gebeth, vollig eben so zufrieden, und vergnügt lebe, als mit diesen Empfindungen, daß also aller Ernst auf die Unterhaltung und Erhöhung dieser letzteren gewandt wird, für die vernünftige Menschennatur gar keinen wesentlichen Nutzen habe;"
9284,9285,daß diese religiosen Empfindungen und Seelenfreuden weiter nichts als armselige Träumereyen seyn u. s. w.
9285,9286,Am Ende des ersten Briefes merket der Verf.
9286,9287,die Folgen
9287,9288,an
9288,9289,","
9289,9290,"die nothwendig aus der Gleichgültigkeit, und aus dem Kaltsinn gegen höhere, geistige Empfindungen, und aus der gänzlichen Entwohnung von denselben entstehen müssen."
9290,9291,"Alles, was er da Schones sagt, verräth Beobachtungogeist, und tiefere Kenntnisse der Seelenlehre."
9291,9292,"Beweise aus diesen Quellen geschöpft greisen tief in die Seele, wenn man sie nur mit Aufmerlsamkeit lieset;"
9292,9293,"und sie überzeugen um so leichter, weil man sie auf eine gewisse Art selbst fühlen kann."
9293,9294,"Recensent wünschet nichts lebhafter, als daß der Verfasser recht viele Nachfolger bekommen möchte, die Grundsätze der Offenbarung mit den Grundsätzen der Philosophie zu verbinden, so oft sich unsre Gelehrten entschliessen, Religions⸗ und Erbauungoschriften dem Publicum mitzutheilen."
9294,9295,"Die Bewegungsgründe zu jedem Guten, die uns die Offenbarung liefert, erhalten zwar ihre innere Festigteit nicht erst aus der Philosophie;"
9295,9296,"aber wenn jene von dieser begleitet, und erkläret werden, sind sie viel tauglicher, dem Verstande seinen Beyfall abzulocken, und das Herz zu erobern."
9296,9297,"Wird der Beweis nicht doppelt kräftig, den man zugleich auf Seelenlehre und Offenbarung bauet?"
9297,9298,"Und kann sich der Verstand noch gegen eine Wahrheit emporen, die er in dem Evangelium, und zugleich in der Schöpfung lieset?"
9298,9299,"Die Wahrheiten der Offenbarung, und der Philosophie greifen so genau in einander, als wie die Räder einer Uhr."
9299,9300,"Wollte man sie also trennen, und in gewissen Fällen, ie gerade das Jnteresse der Menschheit betreffen, nur einseitig vorstellen, so würde nothwendig die Vorstellung mangelhaft, und unvollkommen seyn."
9300,9301,Niemahls würde der Verf.
9301,9302,"die Blöße, und das große Leere des Herzens, das jeder geistigen Empfindung, u. den aus Religionsgründen quellenden Freuden verschlossen ist, in ein so helles Licht gebracht haben, wenn er nicht zugleich aus der Philosophie geschöpfet hätte?"
9302,9303,"Seine Anmerkung S. 12, daß der Mensch, der an höheren, geistigen Vergnügen keinen Geschmack mehr finden kann, nothwendig auf Täudeleyen verfallen müsse, ist durchaus gründlich."
9303,9304,"Das menschliche Herz, sagt er, will einmahl beschäftiget, mit Theilnehmung gerührt, und in Bewegung gesetzt seyn;"
9304,9305,"und wenn wir uns denn durch unsre zusammengeschrumpfte, erniedrigte Denkungsart das wahre Große, und Erhabene, was eigentlich die Seele hätte erweitern, und mit viel umfassender, genngthuender Empfindung auf eime würdige Art ausfüllen können, vollig aus dem Auge weggerückt haben;"
9305,9306,"so müssen wir uns mit angestrengter Einbildungokraft in die Kleinigkeiten der Natur, oder Kunst hineinarbeiten, und da hangen bleiben, da seufzen, und schmelzen lernen, und so dem leeren ermatteten Herzen durch Tändelwerk einiae Kornchen von Nahrung zu schaffen suchen, damit es nicht gar verschmachte."
9306,9307,"Der zärtliche Blick eines Schoß hündchens, oder das sanfte Geräusch eines Gartenbaches, oder das begeisternde Anstaunen eines Stücks Bildsäule, und Gemähldes, oder eine Unterredung mit dem Monde soll durch die daraus erzwungenen Rührungen alles das ersetzen, was uns durch den Verlust des herrlichen (feinern) Gefühls von einer anordnenden, und segnenden Gottheit abgehet."
9307,9308,"Noch auffallender ist die Stelle S. 28, gute Gesinnungen, und gute Handlungsweisen hervorzubringen.,, Dieser große Zweck der Moral erfordert keine stillstehende, leblose Theorie, sondern ein Streben und Bewegen, folglich bewegende Kräfte, Motiven, und je mehr deren, desto besser!"
9308,9309,"Wo sich nun immer neue Räder, und Triebwerke finden, die sich der Maschine anfügen lassen, ohne sie zu zerrütten, die der Bewegung in gleicher, ordentlicher Richtung, und nur so viel stärker, forthelfen, da wird wohl kein Mensch ihren Nutzen läugnen;"
9309,9310,"und dieser wird nach eben dem Maße schätzbarer, je größer sich die Wirkung jener hinzukommenden Kräfte nach der Natur der Sache, und in der Erfahrung zeiget."
9310,9311,"Dieß ist der Fall mit der moralischen Verbesserung, die in meinen Gedanken und Empfindungen mit der Religion nahe genug zusammenhängt."
9311,9312,"Der Gott, den ich glaube, hat meiner Natur ihre Anlagen gegeben, hat meine Verhältnisse gegen andere veranstaltet, hat mit gewissen Arten zu handeln gewisse Folgen verbunden, die mich zu der einen Gattung antreiben, und von der anderen abhalten; hat überall seine Wohlthätigkeit, und seine Absicht auf allgemeines Glück merkbar gemacht, und mir den Trieb der Sympathie, und Menschenliebe, nebst dem Gefühl des innigsten Wohlgefallens an moralischer Rechtschaffenheit, und Güte eingepflanzt."
9312,9313,"Jn dem allem erkenne ich sein Werk, und die deutlichste Anzeige seines Willens, wie ich gesinnet seyn, und handeln soll."
9313,9314,"Jch weiß also, daß er, der meinen verborgensten Thaten, und meinen geheimsten Begierden zusiehet, mich, wenn ich nach dieser seiner Absicht denke, und handle, seines göttlichen Beyfalls würdiget u. s. w. Dieß ist allerdings die Sprache des christlichen Philosophen, die gerade zum Herzen durchdringt, die man aber leider in unsern gewöhnlichen Erbauungsschriften noch nicht, oder nur gar selten findet."
9314,9315,"Wenn man alles Schöne, Gründlich⸗ und Tiefgedachte auzeigen wollte, das in diesen Briefen, nur gar wenig abgerechnet, vorkommt, müßte man eine zweyte Auflage veranstalten."
9315,9316,(Das Uebrige solgt im nächsten Stüe.)
9316,9317,Religionsschriften.
9317,9318,Von dem Einfluß der Religion auf die Glückseligkeit der Menschen ꝛc.
9318,9319,(Fortsetz.
9319,9320,der im L. St. abgebroch.
9320,9321,Anzeige.)
9321,9322,"Nur noch eine Stelle will ich da einrücken, die den Gang des menschl."
9322,9323,"Herzens in ein helleres Licht setzet, durch welchen es zur Tugend geführt wird, und seine moralische Bildung bekommt."
9323,9324,", Jch möchte den Menschen, sagt der Verf., von dem Gedanken, der mir so vernunftmäßig, und natürlich scheint, erfüllet sehen, was eigentlich für ihn festes, zuverläßiges, befriedigendes Gut sey, wohin er am Ende, nach allen unendlich zertheilten Ausflügen, Absichten, und Bestrebungen seines Geistes, als zu seinem eigentlichen, einfachen Ziel und Ruhepunct zurückkommen müsse, wovon er sagen kann, daß ihm da innerlich wohl sey."
9324,9325,"Wenn es nun damit nicht auf ernsthafte Sammlung des Gemüthes, auf Festhaltung der Seele an Wahrheit, Ordnung, und Harmonie ankommt, wenn das Wohlgefallen an dem, was im Allgemeinen gut, und recht ist, nicht in unserm Urtheile, das überwiegende Vergnügen, und das Sehnen und Streben nach immer größeren Zuwachs hierin nicht unser thätigstes Geschäft ausmacht; so weiß ich nichts in der Welt, was würdig wäre, Zweck der vernünftigen Menschheit, und ihr wirkliches, ganzes Glück zu heissen."
9325,9326,"Bey einer solchen einmahl vorhandenen Richtung der Seele führt uns der rechtgebrauchte Verstand (von der Offenbarung unterstützt, und geleitet) so viel gerader, und mit so viel lebhafterer Theiluehmung des Herzens auf die Erkenntnisse des Wesens, welches die Quelle und der Jnbegriff alles jenes Guten, Großen, und Schönen ist;"
9326,9327,"und daraus wird denn Gottesverehrung, Gottergebenheit, Gottesliebe, mit einem Worte Religion im Meuschen;"
9327,9328,"die erhabenste, beruhigendste Empfindung für den denkenden Geist, weil sie ihn ganz beschäftiget, und ausfüllet;"
9328,9329,"allen seinen ursprünglichen Thätigkeiten eine gleichformige Spannung, allen seinen Absichten eine einfache Zusaminenstimmung, und allen besondern Bewegungsgründen zur Tugend, zur Gerechtigkeit, zur Redlichkeit, zur Menschenliebe mehr Verbindung, und ugleich inehr Stärke gibt. S. 126 u. 127."
9329,9330,"Dieß sind ohne Zweifel die natürlichsten Wege, durch welche uns Gott, der das Urbild unsrer Tugend ist, zur Vollkommenheit, und Seligkeit führet."
9330,9331,Sch.
9331,9332,F. Oekonomische Wissenschaften.
9332,9333,Mathematische Beyträge zur Forstwissenschaft.
9333,9334,"Von A. J. von Kregting, fürstl."
9334,9335,hessisch.
9335,9336,Forstmeister.
9336,9337,Gießen bey Krieger dem ältern.
9337,9338,10 Bogen mit Kupf.
9338,9339,und Tabellen. 1788.
9339,9340,tl.
9340,9341,8v.
9341,9342,Der Herr Verf.
9342,9343,macht sich durch diese wenige Bogen den Forstfreund sehr verbunden.
9343,9344,"Jn seiner Vorrede gibt er sehr vollständige Begriffe vom Geschäfte des Jägers, vom Vorzuge, den er als Forstmann vor dem Jäger im eigentlichen Verstande verdienet."
9344,9345,"Er stellt das Bild eines wackern Forstmannes auf, der aus Leidenschaft nutzbar ist, den der Sporn zu jeder edlen Handlung, die innere Ueberzeugung, dem Ganzen gedienet zu haben, für alles Widrige seines beschwerlichen Amtes schadlos hält — eines Amtes."
9345,9346,"welches undankbar genug ist, um nur äußerst selten die Saat vom Sämanne ernten zu lassen."
9346,9347,Die angezeigten Beyträge selbst liefert der Herr Verf.
9347,9348,"in zwey Abtheilungen, deren erste die Erfindng eines Jnstruments enthält, das zum genanen Vorzeigen des Nutz⸗und Bauholzes dienet, und vor Reinholds bereits belanntem Erdmikrometer, Penthers Höhen⸗ — und Burgsdorfs Holztarationsinstrumente wesentliche Vortheile zu haben scheint;"
